AsAt,OccGroup,Score,n,maxsub,minsub
05/2026,2725 Social Workers,75,220,46173.80529846065,45529.40063480324
05/2026,2725 Social Workers,70,195,46172.82079212963,45475.7230434838
05/2026,2725 Social Workers,80,146,46173.05191350695,45446.056007210645
05/2026,2725 Social Workers,90,17,46161.49539189815,45708.81383518518
05/2026,2725 Social Workers,85,68,46173.8936346412,45697.54941605324
05/2026,2725 Social Workers,55,7,46139.61995100694,45593.78552893519
05/2026,2725 Social Workers,60,14,46162.39817453704,45483.920483483795
05/2026,2725 Social Workers,50,1,46114.187879363424,46114.187879363424
05/2026,3322 Painting Trades Workers,65,171,46173.855514270836,45451.77756894676
05/2026,3322 Painting Trades Workers,75,69,46154.76323726852,45587.51046369213
05/2026,3322 Painting Trades Workers,70,135,46172.75593225694,45509.63597056713
05/2026,3322 Painting Trades Workers,80,23,46132.834298877315,45872.88523611111
05/2026,3322 Painting Trades Workers,90,1,45939.90017612268,45939.90017612268
05/2026,3322 Painting Trades Workers,85,1,46099.53377392361,46099.53377392361
05/2026,3322 Painting Trades Workers,55,8,46129.86011658565,45537.76131886574
05/2026,3322 Painting Trades Workers,60,29,46169.51104355324,45461.72823688657
05/2026,3322 Painting Trades Workers,50,3,46158.54494475694,45936.77867789352
05/2026,3423 Electronics Trades Workers,65,55,46169.05258903935,45472.949232060186
05/2026,3423 Electronics Trades Workers,75,28,46139.67110659722,45551.032575578705
05/2026,3423 Electronics Trades Workers,70,48,46171.72645505787,45476.9919525463
05/2026,3423 Electronics Trades Workers,80,13,46154.902519675925,45463.78902476852
05/2026,3423 Electronics Trades Workers,85,7,46165.84997268519,45502.77052832176
05/2026,3423 Electronics Trades Workers,55,11,46081.05675917824,45544.912805092594
05/2026,3423 Electronics Trades Workers,60,14,46157.808977430555,45540.9164071412
05/2026,3423 Electronics Trades Workers,45,1,45681.36810972222,45681.36810972222
05/2026,2521 Chiropractors and Osteopaths,65,4,45766.895463113426,45588.7295321412
05/2026,2521 Chiropractors and Osteopaths,75,10,46162.603242708334,45499.59120876157
05/2026,2521 Chiropractors and Osteopaths,70,7,46105.85310142361,45695.69878012731
05/2026,2521 Chiropractors and Osteopaths,80,52,46171.452855752315,45593.47897149305
05/2026,2521 Chiropractors and Osteopaths,90,1,45706.52742060185,45706.52742060185
05/2026,2521 Chiropractors and Osteopaths,85,6,46058.700322916666,45794.77353017361
05/2026,2521 Chiropractors and Osteopaths,55,1,45797.66140138889,45797.66140138889
05/2026,2521 Chiropractors and Osteopaths,60,1,45669.55594679398,45669.55594679398
05/2026,3941 Cabinetmakers,65,16,46143.619455011576,45558.917021030094
05/2026,3941 Cabinetmakers,75,9,46153.95888622685,45666.439884340274
05/2026,3941 Cabinetmakers,70,15,46147.73687303241,45603.863669212966
05/2026,3941 Cabinetmakers,80,3,46172.942704050925,45666.548107870374
05/2026,3941 Cabinetmakers,85,2,45971.73779452546,45971.65346689815
05/2026,3941 Cabinetmakers,55,1,45621.748871296295,45621.748871296295
05/2026,3941 Cabinetmakers,60,7,46004.833637766205,45611.76769594908
05/2026,3941 Cabinetmakers,50,2,45914.522510613424,45757.7150619213
05/2026,3941 Cabinetmakers,45,1,45607.86105540509,45607.86105540509
05/2026,2243 Economists,65,18,46170.825212696756,45480.35520744213
05/2026,2243 Economists,75,20,46167.88687265046,45590.661478090275
05/2026,2243 Economists,70,7,46139.71058738426,45447.964164502315
05/2026,2243 Economists,80,18,46122.70856168981,45534.77517488426
05/2026,2243 Economists,90,10,46121.42709556713,45858.66269039352
05/2026,2243 Economists,85,21,46154.485877280094,45533.57912962963
05/2026,2243 Economists,60,5,45878.74563414352,45464.59092407407
05/2026,2243 Economists,45,1,46079.7313121875,46079.7313121875
05/2026,3311 Bricklayers and Stonemasons,65,40,46171.676839039355,45465.01374841435
05/2026,3311 Bricklayers and Stonemasons,75,10,46114.761694988425,45663.86825162037
05/2026,3311 Bricklayers and Stonemasons,70,10,46173.58237060186,45884.70653457176
05/2026,3311 Bricklayers and Stonemasons,80,2,46173.58784533565,45951.58876871528
05/2026,3311 Bricklayers and Stonemasons,85,1,45953.97997728009,45953.97997728009
05/2026,3311 Bricklayers and Stonemasons,55,6,46157.49597271991,45776.63288846065
05/2026,3311 Bricklayers and Stonemasons,60,8,46069.14798799768,45806.56418394676
05/2026,3311 Bricklayers and Stonemasons,45,1,46002.773582407404,46002.773582407404
05/2026,1342 Health and Welfare Services Managers,65,13,46173.87800740741,45558.92430486111
05/2026,1342 Health and Welfare Services Managers,75,6,46073.60786851852,45623.54506458333
05/2026,1342 Health and Welfare Services Managers,70,7,46171.92234232639,45554.59007288195
05/2026,1342 Health and Welfare Services Managers,80,2,46155.94699991898,45898.45663741898
05/2026,1342 Health and Welfare Services Managers,90,1,45551.82320277778,45551.82320277778
05/2026,1342 Health and Welfare Services Managers,85,3,46155.67403391204,45783.5596653588
05/2026,1342 Health and Welfare Services Managers,55,3,45971.76044733796,45542.65679988426
05/2026,1342 Health and Welfare Services Managers,60,7,46081.86410737268,45486.43276790509
05/2026,1342 Health and Welfare Services Managers,50,1,45969.15843283565,45969.15843283565
05/2026,2539 Other Medical Practitioners,65,45,46146.56899290509,45587.963722025466
05/2026,2539 Other Medical Practitioners,75,71,46170.81539201389,45454.61024135417
05/2026,2539 Other Medical Practitioners,70,49,46171.785878043986,45548.80848047454
05/2026,2539 Other Medical Practitioners,80,70,46159.03762870371,45669.87631600694
05/2026,2539 Other Medical Practitioners,90,13,46165.086023807875,45972.978645717594
05/2026,2539 Other Medical Practitioners,85,52,46165.263018831014,45697.991591516206
05/2026,2539 Other Medical Practitioners,55,5,46146.66597357639,45620.47906770834
05/2026,2539 Other Medical Practitioners,60,8,46163.06508113426,45600.100518287036
05/2026,2539 Other Medical Practitioners,50,2,46156.38838993055,45846.75719282407
05/2026,3411 Electricians,65,32,46170.60292346065,45589.0503372338
05/2026,3411 Electricians,75,5,46112.571833449074,45973.90397804398
05/2026,3411 Electricians,70,17,46165.67920543982,45642.97364575231
05/2026,3411 Electricians,80,4,46141.419465046296,45972.80486936343
05/2026,3411 Electricians,55,7,46116.8670653125,45687.93341253472
05/2026,3411 Electricians,60,6,46161.89610471065,45564.901673148146
05/2026,3411 Electricians,50,2,45907.85082438657,45556.74640775463
05/2026,3411 Electricians,45,2,46109.675205127314,46037.66065859954
05/2026,2525 Physiotherapists,65,36,46171.6486162037,45475.749851817134
05/2026,2525 Physiotherapists,75,71,46168.55152677083,45446.85527461806
05/2026,2525 Physiotherapists,70,86,46168.74843730324,45460.75418221065
05/2026,2525 Physiotherapists,80,60,46170.59233915509,45474.49528113426
05/2026,2525 Physiotherapists,95,1,46006.869479016204,46006.869479016204
05/2026,2525 Physiotherapists,90,4,46171.800093715276,46009.57745385417
05/2026,2525 Physiotherapists,85,23,46162.43862380787,45751.76882353009
05/2026,2525 Physiotherapists,55,9,46099.69781875,45540.422414155095
05/2026,2525 Physiotherapists,60,10,46140.70581392361,45575.6923190625
05/2026,2525 Physiotherapists,50,3,45987.469167013885,45722.137350694444
05/2026,2525 Physiotherapists,40,1,45694.600533020835,45694.600533020835
05/2026,2512 Medical Imaging Professionals,65,21,46137.751366979166,45448.894900659725
05/2026,2512 Medical Imaging Professionals,75,40,46173.87788630787,45470.808109375
05/2026,2512 Medical Imaging Professionals,70,18,46124.898526273144,45513.4110928588
05/2026,2512 Medical Imaging Professionals,80,26,46170.15354853009,45478.63934513889
05/2026,2512 Medical Imaging Professionals,90,1,45863.59070315972,45863.59070315972
05/2026,2512 Medical Imaging Professionals,85,3,46091.82457635416,45663.42185575231
05/2026,2512 Medical Imaging Professionals,55,2,46038.98151450232,45647.288331979165
05/2026,2512 Medical Imaging Professionals,60,2,46169.604659641205,45605.108147534724
05/2026,"4523 Sports Coaches, Instructors and Officials",65,2,45992.9549903125,45575.27171068287
05/2026,"4523 Sports Coaches, Instructors and Officials",75,3,46134.57674621528,46073.572636377314
05/2026,"4523 Sports Coaches, Instructors and Officials",70,1,45581.493528935185,45581.493528935185
05/2026,"4523 Sports Coaches, Instructors and Officials",90,1,45821.54528052083,45821.54528052083
05/2026,"4523 Sports Coaches, Instructors and Officials",85,2,45970.63644887731,45640.865422916664
05/2026,"4523 Sports Coaches, Instructors and Officials",60,1,45565.733283761576,45565.733283761576
05/2026,3222 Sheetmetal Trades Workers,65,1,46120.75446315973,46120.75446315973
05/2026,3222 Sheetmetal Trades Workers,75,1,45688.70005810185,45688.70005810185
05/2026,2527 Speech Professionals and Audiologists,65,31,46157.83180193287,45560.04603711805
05/2026,2527 Speech Professionals and Audiologists,75,37,46172.65664806713,45466.942970289354
05/2026,2527 Speech Professionals and Audiologists,70,31,46160.69069135417,45504.619052974536
05/2026,2527 Speech Professionals and Audiologists,80,45,46171.93755844908,45691.92455362268
05/2026,2527 Speech Professionals and Audiologists,90,3,46050.43528765046,46009.531368634256
05/2026,2527 Speech Professionals and Audiologists,85,23,46120.81502858797,45725.03800714121
05/2026,2527 Speech Professionals and Audiologists,55,5,46031.691437002315,45581.85175552083
05/2026,2527 Speech Professionals and Audiologists,60,5,45894.980907060184,45699.90099178241
05/2026,2524 Occupational Therapists,65,36,46135.81482341435,45457.953365740745
05/2026,2524 Occupational Therapists,75,67,46171.049681979166,45509.51262407407
05/2026,2524 Occupational Therapists,70,53,46171.65064193287,45491.260802743054
05/2026,2524 Occupational Therapists,80,35,46169.48079170139,45496.845028668984
05/2026,2524 Occupational Therapists,90,1,46087.55917554398,46087.55917554398
05/2026,2524 Occupational Therapists,85,12,46169.87573425926,45656.73727488426
05/2026,2524 Occupational Therapists,55,2,45863.489811377316,45722.68469710648
05/2026,2524 Occupational Therapists,60,6,46001.72378024305,45588.6088596412
05/2026,2524 Occupational Therapists,50,2,46141.728899340276,45718.13789545139
05/2026,2524 Occupational Therapists,45,1,45939.78254302083,45939.78254302083
05/2026,2519 Other Health Diagnostic and Promotion Professionals,65,2,46087.75208792824,45993.85294359954
05/2026,2519 Other Health Diagnostic and Promotion Professionals,75,1,45808.031383368056,45808.031383368056
05/2026,2519 Other Health Diagnostic and Promotion Professionals,70,1,45981.82430674769,45981.82430674769
05/2026,3421 Airconditioning and Refrigeration Mechanics,65,7,46089.04130795139,45629.83584540509
05/2026,3421 Airconditioning and Refrigeration Mechanics,75,1,45977.27579771991,45977.27579771991
05/2026,3421 Airconditioning and Refrigeration Mechanics,70,7,46049.49464606481,45566.41907600695
05/2026,3421 Airconditioning and Refrigeration Mechanics,80,1,45551.31320859954,45551.31320859954
05/2026,3421 Airconditioning and Refrigeration Mechanics,55,2,46018.19640833333,45974.31831809028
05/2026,3421 Airconditioning and Refrigeration Mechanics,60,1,45744.705183530095,45744.705183530095
05/2026,3421 Airconditioning and Refrigeration Mechanics,50,1,45691.65677746528,45691.65677746528
05/2026,2346 Medical Laboratory Scientists,65,48,46173.074726238425,45598.86197109954
05/2026,2346 Medical Laboratory Scientists,75,80,46172.964039004626,45506.7815340625
05/2026,2346 Medical Laboratory Scientists,70,65,46163.72839363426,45476.72747766204
05/2026,2346 Medical Laboratory Scientists,80,46,46171.65802418982,45497.70256929398
05/2026,2346 Medical Laboratory Scientists,90,9,46157.49295975694,45680.764293900465
05/2026,2346 Medical Laboratory Scientists,85,24,46162.459921643516,45594.705992627314
05/2026,2346 Medical Laboratory Scientists,55,3,45817.95497824074,45572.79539594907
05/2026,2346 Medical Laboratory Scientists,60,9,46098.77304806713,45601.50416582176
05/2026,2415 Special Education Teachers,65,5,46148.07245497685,45783.431232256946
05/2026,2415 Special Education Teachers,75,6,46133.39482862269,45810.827872106485
05/2026,2415 Special Education Teachers,70,7,46105.71942916667,45561.19418850695
05/2026,2415 Special Education Teachers,80,2,46075.908674224534,45984.743663692134
05/2026,2415 Special Education Teachers,85,1,45930.988442939815,45930.988442939815
05/2026,2415 Special Education Teachers,55,1,45719.916216550926,45719.916216550926
05/2026,2415 Special Education Teachers,60,1,45931.574728356485,45931.574728356485
05/2026,2723 Psychologists,65,15,46164.791182754634,45485.4659965625
05/2026,2723 Psychologists,75,18,46169.040925810186,45522.473946412036
05/2026,2723 Psychologists,70,18,46142.43531666667,45444.74596998843
05/2026,2723 Psychologists,80,28,46161.33263449074,45718.4962943287
05/2026,2723 Psychologists,95,1,46141.890280555555,46141.890280555555
05/2026,2723 Psychologists,90,2,46132.72434945602,45980.65110309028
05/2026,2723 Psychologists,85,16,46144.59299984954,45735.71789552084
05/2026,2723 Psychologists,55,1,45977.192993055556,45977.192993055556
05/2026,2723 Psychologists,60,1,45666.22926331019,45666.22926331019
05/2026,2541 Midwives,65,8,46045.427852546294,45825.65565181713
05/2026,2541 Midwives,75,11,46030.340897372684,45505.80967017361
05/2026,2541 Midwives,70,9,46161.981925266206,45646.57799803241
05/2026,2541 Midwives,80,10,46143.8393212963,45637.8859693287
05/2026,2541 Midwives,85,3,46057.264480555554,45938.31177704861
05/2026,2541 Midwives,45,1,45671.925403472225,45671.925403472225
05/2026,3341 Plumbers,65,19,46168.97573510416,45910.57530466435
05/2026,3341 Plumbers,75,3,46136.85598287037,45910.62875366898
05/2026,3341 Plumbers,70,7,46155.72636901621,45974.35990509259
05/2026,3341 Plumbers,80,1,46155.40261909722,46155.40261909722
05/2026,3341 Plumbers,95,1,45899.02118888889,45899.02118888889
05/2026,3341 Plumbers,85,1,46046.80595454861,46046.80595454861
05/2026,3341 Plumbers,55,2,45977.79736420139,45943.52710165509
05/2026,3341 Plumbers,60,3,45978.53015486111,45588.031499537035
05/2026,3341 Plumbers,40,1,46097.569555208334,46097.569555208334
05/2026,3241 Panelbeaters,65,5,46167.794156400465,45923.76890416667
05/2026,3241 Panelbeaters,70,2,46114.7672190625,45457.627868090276
